School_code,AgeID,ICSEA_value,Level_of_schooling,Town_suburb,Electorate,School_name,Street,Postcode,Phone,School_Email,Website,Fax,latest_year_enrolment_FTE,Indigenous_pct,LBOTE_pct,Selective_school,Opportunity_class,School_specialty_type,School_subtype,Support_classes,Preschool_ind,Distance_education,Intensive_english_centre,School_gender,Late_opening_school,Date_1st_teacher,LGA,Fed_electorate,Operational_directorate,Principal_network,Operational_directorate_office,Operational_directorate_office_phone,Operational_directorate_office_address,FACS_district,Local_health_district,AECG_region,ASGS_remoteness,Latitude,Longitude,Assets unit,SA4,Healthy canteen,Date_extracted
2055,50256,951,Primary School,Goulburn North ,Goulburn,Goulburn North Public School,Union St,2580,4821 3838,goulburnn-p.school@det.nsw.edu.au,https://goulburnn-p.schools.nsw.gov.au,4822 1357,259,9,6,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1877-08-01,Goulburn Mulwaree (A),Hume,Regional South,Goulburn,Campbelltown,4633 2700,"Cnr Lindesay & Lithgow Streets, Campelltown 2560",Illawarra Shoalhaven & Southern NSW,Southern NSW,Upper South Coast,Inner Regional Australia,-34.744579,149.735043,Southern NSW,Capital Region,N,6/10/2022
2056,50258,907,Primary School,Goulburn ,Goulburn,Goulburn South Public School,Addison St,2580,4821 2759,goulburns-p.school@det.nsw.edu.au,https://goulburns-p.schools.nsw.gov.au,4822 1435,143,13,15,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1881-05-01,Goulburn Mulwaree (A),Hume,Regional South,Goulburn,Campbelltown,4633 2700,"Cnr Lindesay & Lithgow Streets, Campelltown 2560",Illawarra Shoalhaven & Southern NSW,Southern NSW,Upper South Coast,Inner Regional Australia,-34.76004,149.712314,Southern NSW,Capital Region,N,6/10/2022
2060,49712,930,Primary School,Grafton ,Clarence,Grafton Public School,Queen St,2460,6642 1000,grafton-p.school@det.nsw.edu.au,https://grafton-p.schools.nsw.gov.au,6643 2072,548,20,5,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1852-01-01,Clarence Valley (A),Page,Rural North,Grafton,Grafton,6641 5000,"97 Mary St, Grafton 2460",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-29.68499,152.933325,North Coast,Coffs Harbour - Grafton,N,6/10/2022
2061,49719,920,Primary School,South Grafton ,Clarence,South Grafton Public School,Vere St,2460,6642 3388,sthgrafton-p.school@det.nsw.edu.au,https://sthgrafton-p.schools.nsw.gov.au,6643 2065,571,20,4,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1867-01-01,Clarence Valley (A),Page,Rural North,Grafton,Grafton,6641 5000,"97 Mary St, Grafton 2460",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-29.709892,152.937126,North Coast,Coffs Harbour - Grafton,N,6/10/2022
2064,47793,964,Primary School,Granville ,Granville,Granville Public School,Lena St,2142,9637 1083,granville-p.school@det.nsw.edu.au,https://granville-p.schools.nsw.gov.au,9897 1518,555,np,94,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,N,1881-01-01,Cumberland (A),Parramatta,Metropolitan South,Parramatta,Strathfield,9582 6300,"65 Albert St, Strathfield 2135",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan South West,Major Cities of Australia,-33.834264,151.004671,South Western Sydney,Sydney - Parramatta,N,6/10/2022
2066,46473,936,Primary School,Guildford ,Granville,Granville South Public School,Woodville Rd,2161,9632 9388,granvilles-p.school@det.nsw.edu.au,https://granvilles-p.schools.nsw.gov.au,9892 2045,323,3,90,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1889-08-01,Cumberland (A),Parramatta,Metropolitan South,Auburn,Strathfield,9582 6300,"65 Albert St, Strathfield 2135",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan South West,Major Cities of Australia,-33.848289,150.995883,South Western Sydney,Sydney - Parramatta,N,6/10/2022
2068,49503,924,Primary School,Gravesend ,Northern Tablelands,Gravesend Public School,Gwydir St,2401,6729 7159,gravesend-p.school@det.nsw.edu.au,https://gravesend-p.schools.nsw.gov.au,6729 7064,21,np,0,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,Y,5/1/1901,Gwydir (A),Parkes,Rural North,Barwon,Moree,6757 3000,"66-68 Frome St, Moree 2400",Hunter New England & Central Coast,Hunter New England,North Western 1,Outer Regional Australia,-29.585367,150.332417,North Western NSW,New England and North West,N,6/10/2022
2070,51024,948,Primary School,Greenethorpe ,Cootamundra,Greenethorpe Public School,Main St,2809,6343 6324,greenethor-p.school@det.nsw.edu.au,https://greenethor-p.schools.nsw.gov.au,6343 6236,12,np,0,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,3/1/1903,Weddin (A),Riverina,Rural South and West,Cowra,Orange,02 6392 8400,"Level 1, 60-62 McNamara Lane, Orange 2800","Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Outer Regional Australia,-33.997714,148.400139,Southern NSW,Central West,N,6/10/2022
2071,49620,662,Primary School,West Kempsey,Oxley,Green Hill Public School,196 River Street,2440,6562 5591,greenhill-p.school@det.nsw.edu.au,https://greenhill-p.schools.nsw.gov.au,6562 6030,24,100,0,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1890-01-01,Kempsey (A),Cowper,Regional North and West,Macleay Valley,,,,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-31.059616,152.802757,North Coast,Mid North Coast,N,6/10/2022
2075,48528,957,Primary School,Green Valley ,Liverpool,Green Valley Public School,Green Valley Rd,2168,9607 8710,greenvally-p.school@det.nsw.edu.au,https://greenvally-p.schools.nsw.gov.au,9608 4690,410,2,87,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1882-09-01,Liverpool (C),Werriwa,Metropolitan South and West,Cowpasture,,,,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.90074,150.868972,South Western Sydney,Sydney - South West,N,6/10/2022
2076,44418,1170,Primary School,Greenwich,Lane Cove,Greenwich Public School,32 Kingslangley Rd,2065,9436 3217,greenwich-p.school@det.nsw.edu.au,https://greenwich-p.schools.nsw.gov.au,9906 6437,478,np,30,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1876-10-01,Lane Cove (A),North Sydney,Metropolitan North,North Sydney,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.82587,151.183252,Northern Sydney,Sydney - North Sydney and Hornsby,N,6/10/2022
2082,51026,976,Primary School,Grenfell ,Cootamundra,Grenfell Public School,Melyra St,2810,6343 2122,grenfell-p.school@det.nsw.edu.au,https://grenfell-p.schools.nsw.gov.au,6343 1480,164,12,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1867-01-01,Weddin (A),Riverina,Rural South and West,Temora,Wagga Wagga,02 6937 3800,"Level 4, 76 Morgan St, Wagga Wagga 2650","Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Outer Regional Australia,-33.892296,148.167544,North Western NSW,Central West,N,6/10/2022
2083,49931,952,Primary School,Gresford ,Upper Hunter,Gresford Public School,Durham Rd,2311,4938 9304,gresford-p.school@det.nsw.edu.au,https://gresford-p.schools.nsw.gov.au,4938 9430,81,12,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1868-07-01,Dungog (A),Lyne,Regional North and West,Hunter,,,,Hunter New England & Central Coast,Hunter New England,Hunter,Inner Regional Australia,-32.427628,151.538335,Hunter/Central Coast,Hunter Valley exc Newcastle,N,6/10/2022
2084,49330,940,Primary School,GRETA,Cessnock,Greta Public School,2A Wyndham Street,2334,4938 7331,greta-p.school@det.nsw.edu.au,https://greta-p.schools.nsw.gov.au,4938 7230,196,12,4,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1875-02-01,Cessnock (C),Hunter,Regional North and West,Maitland,,,,Hunter New England & Central Coast,Hunter New England,Hunter,Inner Regional Australia,-32.680083,151.38721,Hunter/Central Coast,Hunter Valley exc Newcastle,N,6/10/2022
2086,47807,1077,Primary School,Greystanes ,Prospect,Greystanes Public School,Merrylands Rd,2145,9631 4000,greystanes-p.school@det.nsw.edu.au,https://greystanes-p.schools.nsw.gov.au,9896 3194,672,2,71,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1902,Cumberland (A),McMahon,Metropolitan South,Girraween,,,,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.828043,150.941111,Western Sydney,Sydney - Parramatta,N,6/10/2022
2087,50543,854,Primary School,Griffith ,Murray,Griffith Public School,Coolah St,2680,6962 3199,griffith-p.school@det.nsw.edu.au,https://griffith-p.schools.nsw.gov.au,6962 3451,347,30,50,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,7/1/1920,Griffith (C),Farrer,Rural South and West,Griffith,Griffith,02 6961 8100,"Government Offices, 104-110 Banna Ave, Griffith 2680","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-34.291396,146.036252,Southern NSW,Riverina,N,6/10/2022
2093,54952,930,Primary School,Guildford ,Granville,Guildford Public School,Apia St,2161,9632 9675,guildford-p.school@det.nsw.edu.au,https://guildford-p.schools.nsw.gov.au,9892 1325,564,1,91,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1915,Cumberland (A),McMahon,Metropolitan South,Auburn,Strathfield,9582 6300,"65 Albert St, Strathfield 2135",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan South West,Major Cities of Australia,-33.855821,150.981983,South Western Sydney,Sydney - Parramatta,N,6/10/2022
2094,46459,677,Central/Community School,Gulargambone ,Barwon,Gulargambone Central School,Yalgogrin St,2828,6825 1205,gulargambo-c.school@det.nsw.edu.au,https://gulargambo-c.schools.nsw.gov.au,6825 1208,78,77,0,Not Selective,N,Comprehensive,Kinder to Year 12,,N,N,N,Coed,Y,1881-06-01,Coonamble (A),Parkes,Rural North,Western Plains,Tamworth,6755 5000,"Level 3, Noel Park House, 155-157 Marius St, Tamworth 2340","Murrumbidgee, Far West & Western NSW",Western NSW,North Western 1,Outer Regional Australia,-31.33224,148.475758,North Western NSW,Far West and Orana,N,6/10/2022
2097,51085,899,Primary School,Gulgong ,Dubbo,Gulgong Public School,Belmore St,2852,6374 1622,gulgong-p.school@det.nsw.edu.au,https://gulgong-p.schools.nsw.gov.au,6374 1608,317,17,2,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1868-02-01,Mid-Western Regional (A),Calare,Regional North and West,Mudgee,,,,"Murrumbidgee, Far West & Western NSW",Western NSW,North Western 1,Outer Regional Australia,-32.359746,149.537692,North Western NSW,Central West,N,6/10/2022
2099,49725,982,Primary School,GULMARRAD,Clarence,Gulmarrad Public School,466 Brooms Head Road,2463,02 6645 2587,gulmarrad-p.school@det.nsw.edu.au,https://gulmarrad-p.schools.nsw.gov.au,02 6645 3220,199,7,7,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1891-01-01,Clarence Valley (A),Page,Rural North,Clarence Valley,Grafton,6641 5000,"97 Mary St, Grafton 2460",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-29.489242,153.233572,North Coast,Coffs Harbour - Grafton,N,6/10/2022
2100,49403,975,Primary School,Gum Flat ,Northern Tablelands,Gum Flat Public School,958 Copeton Dam Rd,2360,6723 2883,gumflat-p.school@det.nsw.edu.au,https://gumflat-p.schools.nsw.gov.au,6723 2928,19,np,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1883-09-01,Inverell (A),New England,Rural North,Namoi,Moree,6757 3000,"66-68 Frome St, Moree 2400",Hunter New England & Central Coast,Hunter New England,North Western 2,Outer Regional Australia,-29.779563,150.979221,North Western NSW,New England and North West,N,6/10/2022
2102,50657,951,Primary School,Gundagai ,Cootamundra,Gundagai Public School,William St,2722,6944 1811,gundagai-p.school@det.nsw.edu.au,https://gundagai-p.schools.nsw.gov.au,6944 1966,148,12,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1851-02-01,Cootamundra-Gundagai Regional (A),Riverina,Rural South and West,Gundagai,Wagga Wagga,02 6937 3800,"Level 4, 76 Morgan St, Wagga Wagga 2650","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Inner Regional Australia,-35.052146,148.109174,Southern NSW,Riverina,N,6/10/2022
2103,50660,916,Primary School,SOUTH GUNDAGAI,Cootamundra,Gundagai South Public School,Luke St,2722,6944 1117,gundagais-p.school@det.nsw.edu.au,https://gundagais-p.schools.nsw.gov.au,6944 1158,39,np,0,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1881-07-01,Cootamundra-Gundagai Regional (A),Riverina,Rural South and West,Gundagai,Wagga Wagga,02 6937 3800,"Level 4, 76 Morgan St, Wagga Wagga 2650","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Inner Regional Australia,-35.080802,148.103086,Southern NSW,Riverina,Y,6/10/2022
2104,50405,1055,Primary School,Gundaroo ,Goulburn,Gundaroo Public School,Lot St,2620,6236 8115,gundaroo-p.school@det.nsw.edu.au,https://gundaroo-p.schools.nsw.gov.au,6236 8181,126,np,11,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1865-10-01,Yass Valley (A),Eden-Monaro,Rural South and West,Queanbeyan,Queanbeyan,02 6200 5000,"Level 1, City Link Plaza, 24-36 Morisset St, Queanbeyan 2620",Illawarra Shoalhaven & Southern NSW,Southern NSW,Upper South Coast,Inner Regional Australia,-35.029909,149.267076,Southern NSW,Capital Region,N,6/10/2022
2109,49481,756,Primary School,Gunnedah ,Tamworth,Gunnedah Public School,Bloomfield St,2380,6742 2266,gunnedah-p.school@det.nsw.edu.au,https://gunnedah-p.schools.nsw.gov.au,6742 4309,154,60,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1862-08-01,Gunnedah (A),Parkes,Connected Communities,Connected Communities Team 3,,,,Hunter New England & Central Coast,Hunter New England,North Western 1,Outer Regional Australia,-30.977491,150.256335,North Western NSW,New England and North West,N,6/10/2022
2111,50275,1009,Primary School,Gunning ,Goulburn,Gunning Public School,Yass St,2581,4845 1129,gunning-p.school@det.nsw.edu.au,https://gunning-p.schools.nsw.gov.au,4845 1236,127,7,5,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1858-08-01,Upper Lachlan Shire (A),Hume,Regional South,Yass,,,,Illawarra Shoalhaven & Southern NSW,Southern NSW,Upper South Coast,Inner Regional Australia,-34.783525,149.265602,Southern NSW,Capital Region,N,6/10/2022
2114,49416,879,Central/Community School,GUYRA,Northern Tablelands,Guyra Central School,Marne Street,2365,6779 0844,guyra-c.school@det.nsw.edu.au,https://guyra-c.schools.nsw.gov.au,6779 2035,299.4,29,5,Not Selective,N,Comprehensive,Kinder to Year 12,,N,N,N,Coed,N,1883-07-01,Armidale Regional (A),New England,Rural North,Northern Tablelands,Armidale,6776 4100,"Suites 2 & 3, North Power Building, 175 Rusden St Armidale",Hunter New England & Central Coast,Hunter New England,North Western 2,Outer Regional Australia,-30.222577,151.677369,North Western NSW,New England and North West,N,6/10/2022
2115,49391,810,Primary School,Gwabegar ,Barwon,Gwabegar Public School,Chauvel St,2356,6843 6252,gwabegar-p.school@det.nsw.edu.au,https://gwabegar-p.schools.nsw.gov.au,6843 6287,10,np,0,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,Y,8/1/1924,Narrabri (A),Parkes,Rural North,Western Plains,Tamworth,6755 5000,"Level 3, Noel Park House, 155-157 Marius St, Tamworth 2340",Hunter New England & Central Coast,Hunter New England,North Western 1,Remote Australia,-30.611489,148.974999,North Western NSW,New England and North West,N,6/10/2022
2116,48645,1088,Primary School,Gymea Bay,Cronulla,Gymea Bay Public School,205A Gymea Bay Road,2227,9524 6852,gymeabay-p.school@det.nsw.edu.au,https://gymeabay-p.schools.nsw.gov.au,9540 2150,780,2,14,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,7/1/1935,Sutherland Shire (A),Cook,Metropolitan South and West,Port Hacking,,,,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.046905,151.082825,Sydney,Sydney - Sutherland,N,6/10/2022
2274,47858,1110,Primary School,KELLYVILLE,Castle Hill,Kellyville Public School,35A Windsor Road,2155,9629 1279,kellyville-p.school@det.nsw.edu.au,https://kellyville-p.schools.nsw.gov.au,9629 3924,831,1,59,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1873-11-01,The Hills Shire (A),Mitchell,Metropolitan North,The Ponds,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.711052,150.957887,Western Sydney,Sydney - Baulkham Hills and Hawkesbury,N,6/10/2022
2128,56193,1008,Primary School,Hammondville ,Holsworthy,Hammondville Public School,Walder Rd,2170,9825 3948,hammondvil-p.school@det.nsw.edu.au,https://hammondvil-p.schools.nsw.gov.au,9825 2501,439,5,30,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,6/1/1933,Liverpool (C),Hughes,Metropolitan South and West,Chipping Norton,,,,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.947273,150.954525,South Western Sydney,Sydney - South West,N,6/10/2022
2129,56233,,Primary School,Hampton ,Bathurst,Hampton Public School,Jenolan Caves Rd,2790,6359 3231,hampton-p.school@det.nsw.edu.au,https://hampton-p.schools.nsw.gov.au,6359 3235,6,0,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1873-09-01,Lithgow (C),Calare,Regional North and West,Lithgow,,,,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Western 1,Inner Regional Australia,-33.648479,150.048925,North Western NSW,Central West,N,6/10/2022
2131,49934,1034,Primary School,Hannam Vale ,Port Macquarie,Hannam Vale Public School,Hannam Vale Rd,2443,6556 7636,hannamvale-p.school@det.nsw.edu.au,https://hannamvale-p.schools.nsw.gov.au,6556 7672,22,0,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1892-10-01,Mid-Coast (A),Lyne,Regional North and West,Hastings,,,,Hunter New England & Central Coast,Hunter New England,Manning,Inner Regional Australia,-31.712949,152.594024,North Coast,Mid North Coast,N,6/10/2022
2132,50544,983,Primary School,Hanwood ,Murray,Hanwood Public School,School St,2680,6963 0297,hanwood-p.school@det.nsw.edu.au,https://hanwood-p.schools.nsw.gov.au,6963 0244,202,5,23,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,5/1/1913,Griffith (C),Farrer,Rural South and West,Griffith,Griffith,02 6961 8100,"Government Offices, 104-110 Banna Ave, Griffith 2680","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Outer Regional Australia,-34.329726,146.04237,Southern NSW,Riverina,N,6/10/2022
2133,47698,1132,Primary School,Freshwater,Manly,Harbord Public School,Wyadra Avenue,2096,9905 4276,harbord-p.school@det.nsw.edu.au,https://harbord-p.schools.nsw.gov.au,9905 7853,1019,1,22,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,9/1/1912,Northern Beaches (A),Warringah,Metropolitan North,The Beaches,Dee Why,9982 0500,"72 Fisher Rd, Dee Why 2099","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.772164,151.286531,Northern Sydney,Sydney - Northern Beaches,N,6/10/2022
2136,51074,893,Primary School,Hargraves ,Dubbo,Hargraves Public School,Merinda St,2850,6373 8524,hargraves-p.school@det.nsw.edu.au,https://hargraves-p.schools.nsw.gov.au,6373 8609,17,np,0,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1856-09-01,Mid-Western Regional (A),Calare,Regional North and West,Lithgow,,,,"Murrumbidgee, Far West & Western NSW",Western NSW,North Western 1,Outer Regional Australia,-32.783336,149.461924,North Western NSW,Central West,N,6/10/2022
2139,49536,906,Primary School,Harrington ,Port Macquarie,Harrington Public School,High St,2427,6556 1267,harrington-p.school@det.nsw.edu.au,https://harrington-p.schools.nsw.gov.au,6556 1788,116,18,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1872-01-01,Mid-Coast (A),Lyne,Regional North and West,Taree,,,,Hunter New England & Central Coast,Hunter New England,Manning,Inner Regional Australia,-31.870234,152.688803,North Coast,Mid North Coast,N,6/10/2022
2142,49730,923,Primary School,HARWOOD,Clarence,Harwood Island Public School,11 Morpeth St,2465,6646 4213,harwood-p.school@det.nsw.edu.au,https://harwood-p.schools.nsw.gov.au,6646 4240,41,np,np,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1872-01-01,Clarence Valley (A),Page,Rural North,Clarence Valley,Grafton,6641 5000,"97 Mary St, Grafton 2460",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-29.425605,153.240299,North Coast,Coffs Harbour - Grafton,N,6/10/2022
2145,50633,927,Primary School,HAY,Murray,Hay Public School,201-217 Lachlan Street,2711,02 6993 1270,hay-p.school@det.nsw.edu.au,https://hay-p.schools.nsw.gov.au,02 6993 1779,209,18,4,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,Y,1869-02-01,Hay (A),Farrer,Rural South and West,Griffith,Griffith,02 6961 8100,"Government Offices, 104-110 Banna Ave, Griffith 2680","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 2,Outer Regional Australia,-34.506048,144.84541,Southern NSW,Murray,N,6/10/2022
